packageid,title,keyword
edi.959.1,"SGS-LTER Long-Term Montioring Project: Arthropod Pitfall Trapping on Small Mammal Trapping Webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1998-2006, ARS Study Number 118 (Reformatted to a Darwin Core Archive)","communities"
edi.959.1,"SGS-LTER Long-Term Montioring Project: Arthropod Pitfall Trapping on Small Mammal Trapping Webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1998-2006, ARS Study Number 118 (Reformatted to a Darwin Core Archive)","community composition"
edi.959.1,"SGS-LTER Long-Term Montioring Project: Arthropod Pitfall Trapping on Small Mammal Trapping Webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1998-2006, ARS Study Number 118 (Reformatted to a Darwin Core Archive)","community dynamics"
edi.959.1,"SGS-LTER Long-Term Montioring Project: Arthropod Pitfall Trapping on Small Mammal Trapping Webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1998-2006, ARS Study Number 118 (Reformatted to a Darwin Core Archive)","community patterns"
edi.959.1,"SGS-LTER Long-Term Montioring Project: Arthropod Pitfall Trapping on Small Mammal Trapping Webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1998-2006, ARS Study Number 118 (Reformatted to a Darwin Core Archive)","species composition"
edi.959.1,"SGS-LTER Long-Term Montioring Project: Arthropod Pitfall Trapping on Small Mammal Trapping Webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1998-2006, ARS Study Number 118 (Reformatted to a Darwin Core Archive)","species diversity"
edi.959.1,"SGS-LTER Long-Term Montioring Project: Arthropod Pitfall Trapping on Small Mammal Trapping Webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1998-2006, ARS Study Number 118 (Reformatted to a Darwin Core Archive)","species richness"
edi.959.1,"SGS-LTER Long-Term Montioring Project: Arthropod Pitfall Trapping on Small Mammal Trapping Webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1998-2006, ARS Study Number 118 (Reformatted to a Darwin Core Archive)","basisOfRecord: HumanObservation"
edi.96.1,"New Hampshire Volunteer Lake Assessment Program 1985-2010","New Hampshire"
edi.96.1,"New Hampshire Volunteer Lake Assessment Program 1985-2010","lake assessment"
edi.96.1,"New Hampshire Volunteer Lake Assessment Program 1985-2010","aquatic ecosystems"
edi.96.1,"New Hampshire Volunteer Lake Assessment Program 1985-2010","lakes"
edi.96.1,"New Hampshire Volunteer Lake Assessment Program 1985-2010","limnology"
edi.96.1,"New Hampshire Volunteer Lake Assessment Program 1985-2010","fresh water"
edi.96.1,"New Hampshire Volunteer Lake Assessment Program 1985-2010","dissolved nutrients"
edi.96.1,"New Hampshire Volunteer Lake Assessment Program 1985-2010","water quality"
edi.96.1,"New Hampshire Volunteer Lake Assessment Program 1985-2010","water properties"
edi.960.1,"Talus Subsurface and Surface Temperature Data from Southwestern Montana, USA, 2010-2020","montane"
edi.960.1,"Talus Subsurface and Surface Temperature Data from Southwestern Montana, USA, 2010-2020","animals"
edi.960.1,"Talus Subsurface and Surface Temperature Data from Southwestern Montana, USA, 2010-2020","temperature"
edi.960.1,"Talus Subsurface and Surface Temperature Data from Southwestern Montana, USA, 2010-2020","air temperature"
edi.962.1,"Effects of mangrove encroachment on tidal wetland plants and epifauna: 2012-2020","Avicennia germinans"
edi.962.1,"Effects of mangrove encroachment on tidal wetland plants and epifauna: 2012-2020","Spartina alterniflora"
edi.962.1,"Effects of mangrove encroachment on tidal wetland plants and epifauna: 2012-2020","Batis maritima"
edi.962.1,"Effects of mangrove encroachment on tidal wetland plants and epifauna: 2012-2020","Diversity"
edi.962.1,"Effects of mangrove encroachment on tidal wetland plants and epifauna: 2012-2020","Woody encroachment"
edi.962.1,"Effects of mangrove encroachment on tidal wetland plants and epifauna: 2012-2020","Distichlis spicata"
edi.962.1,"Effects of mangrove encroachment on tidal wetland plants and epifauna: 2012-2020","Mangrove"
edi.962.1,"Effects of mangrove encroachment on tidal wetland plants and epifauna: 2012-2020","Salt marsh"
edi.962.1,"Effects of mangrove encroachment on tidal wetland plants and epifauna: 2012-2020","Gulf of Mexico"
edi.962.1,"Effects of mangrove encroachment on tidal wetland plants and epifauna: 2012-2020","Texas Coastal Bend"
edi.963.1,"Seed dispersal data for Warneke et al "Habitat fragmentation alters the distance of      abiotic seed dispersal through edge effects and direction of dispersal"","landscape corridor"
edi.963.1,"Seed dispersal data for Warneke et al "Habitat fragmentation alters the distance of      abiotic seed dispersal through edge effects and direction of dispersal"","edge effect"
edi.963.1,"Seed dispersal data for Warneke et al "Habitat fragmentation alters the distance of      abiotic seed dispersal through edge effects and direction of dispersal"","habitat fragmentation"
edi.963.1,"Seed dispersal data for Warneke et al "Habitat fragmentation alters the distance of      abiotic seed dispersal through edge effects and direction of dispersal"","landscape connectivity"
edi.963.1,"Seed dispersal data for Warneke et al "Habitat fragmentation alters the distance of      abiotic seed dispersal through edge effects and direction of dispersal"","wind dispersal"
edi.963.1,"Seed dispersal data for Warneke et al "Habitat fragmentation alters the distance of      abiotic seed dispersal through edge effects and direction of dispersal"","dispersal direction"
edi.963.1,"Seed dispersal data for Warneke et al "Habitat fragmentation alters the distance of      abiotic seed dispersal through edge effects and direction of dispersal"","dispersal distance"
edi.963.1,"Seed dispersal data for Warneke et al "Habitat fragmentation alters the distance of      abiotic seed dispersal through edge effects and direction of dispersal"","Savannah River Site"
edi.963.1,"Seed dispersal data for Warneke et al "Habitat fragmentation alters the distance of      abiotic seed dispersal through edge effects and direction of dispersal"","Corridor Project"
edi.963.1,"Seed dispersal data for Warneke et al "Habitat fragmentation alters the distance of      abiotic seed dispersal through edge effects and direction of dispersal"","seed dispersal"
edi.964.1,"Water properties of Brownie Lake, MN and Canyon Lake, MI from 2015-2019","biogeochemical processes"
edi.964.1,"Water properties of Brownie Lake, MN and Canyon Lake, MI from 2015-2019","water properties"
edi.964.1,"Water properties of Brownie Lake, MN and Canyon Lake, MI from 2015-2019","redox"
edi.964.1,"Water properties of Brownie Lake, MN and Canyon Lake, MI from 2015-2019","salinity"
edi.964.1,"Water properties of Brownie Lake, MN and Canyon Lake, MI from 2015-2019","conductivity"
edi.964.1,"Water properties of Brownie Lake, MN and Canyon Lake, MI from 2015-2019","turbidity"
edi.964.1,"Water properties of Brownie Lake, MN and Canyon Lake, MI from 2015-2019","water column"
edi.964.1,"Water properties of Brownie Lake, MN and Canyon Lake, MI from 2015-2019","phytoplankton"
edi.964.1,"Water properties of Brownie Lake, MN and Canyon Lake, MI from 2015-2019","pH"
edi.964.1,"Water properties of Brownie Lake, MN and Canyon Lake, MI from 2015-2019","meromictic"
edi.964.1,"Water properties of Brownie Lake, MN and Canyon Lake, MI from 2015-2019","Ives Lake Field Station"
edi.965.1,"Subsurface Temperature Data from Seven Rock Glaciers in Rocky Mountain National Park and Niwot Ridge LTER, Colorado, USA, 2018-2019","temperature"
edi.965.1,"Subsurface Temperature Data from Seven Rock Glaciers in Rocky Mountain National Park and Niwot Ridge LTER, Colorado, USA, 2018-2019","animals"
edi.965.1,"Subsurface Temperature Data from Seven Rock Glaciers in Rocky Mountain National Park and Niwot Ridge LTER, Colorado, USA, 2018-2019","alpine"
edi.965.1,"Subsurface Temperature Data from Seven Rock Glaciers in Rocky Mountain National Park and Niwot Ridge LTER, Colorado, USA, 2018-2019","microclimate"
edi.966.2,"Palmyra Atoll Weather Tables and Monthly Rainfall 2008-2017","Palmyra Atoll"
edi.966.2,"Palmyra Atoll Weather Tables and Monthly Rainfall 2008-2017","precipitation"
edi.966.2,"Palmyra Atoll Weather Tables and Monthly Rainfall 2008-2017","atmospheric properties"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","Darwin Core Archive (DwC-A) Event Core"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","GBIF"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","Global Biodiversity Information Facility"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","Taxon: ScientificName"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","ExtendedMeasurementOrFact"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","Event"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","Occurrence"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","Population Abundance"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","populations"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","communities"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","community structure"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","species lists"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","biology"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","species diversity"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","species richness"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","productivity"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","population and community properties"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","abundance"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","community composition"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","diversity"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","species composition"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","pitfall traps"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","trapping"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","deserts"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","grasslands"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","arthropods"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","communities"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","community composition"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","community dynamics"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","community patterns"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","species composition"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","species diversity"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","species richness"
edi.967.1,"Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) (Reformatted to a Darwin Core Archive)","basisOfRecord: HumanObservation"
edi.968.1,"Negative outcomes of novel trophic interactions along mangrove range edges in the Gulf of      Mexico: 2020-2021","Mangrove encroachment"
edi.968.1,"Negative outcomes of novel trophic interactions along mangrove range edges in the Gulf of      Mexico: 2020-2021","basal consumers"
edi.968.1,"Negative outcomes of novel trophic interactions along mangrove range edges in the Gulf of      Mexico: 2020-2021","Galveston TX"
edi.968.1,"Negative outcomes of novel trophic interactions along mangrove range edges in the Gulf of      Mexico: 2020-2021","Port Aransas TX"
edi.968.1,"Negative outcomes of novel trophic interactions along mangrove range edges in the Gulf of      Mexico: 2020-2021","trophic dynamics"
edi.968.1,"Negative outcomes of novel trophic interactions along mangrove range edges in the Gulf of      Mexico: 2020-2021","food webs"
edi.968.1,"Negative outcomes of novel trophic interactions along mangrove range edges in the Gulf of      Mexico: 2020-2021","wetlands"
edi.969.1,"Seasonal Foliar Respiration, Assimilation, Growth, Non-structural Carbohydrates and Water      Potential data from Survival/Mortality (SUMO) Experiment, Piñon /Juniper Woodland, Los Alamos      NM: 2013","Plant respiration"
edi.969.1,"Seasonal Foliar Respiration, Assimilation, Growth, Non-structural Carbohydrates and Water      Potential data from Survival/Mortality (SUMO) Experiment, Piñon /Juniper Woodland, Los Alamos      NM: 2013","stomatal control"
edi.969.1,"Seasonal Foliar Respiration, Assimilation, Growth, Non-structural Carbohydrates and Water      Potential data from Survival/Mortality (SUMO) Experiment, Piñon /Juniper Woodland, Los Alamos      NM: 2013","non-structural carbohydrates"
edi.969.1,"Seasonal Foliar Respiration, Assimilation, Growth, Non-structural Carbohydrates and Water      Potential data from Survival/Mortality (SUMO) Experiment, Piñon /Juniper Woodland, Los Alamos      NM: 2013","isohydry"
edi.969.1,"Seasonal Foliar Respiration, Assimilation, Growth, Non-structural Carbohydrates and Water      Potential data from Survival/Mortality (SUMO) Experiment, Piñon /Juniper Woodland, Los Alamos      NM: 2013","anisohydry"
edi.969.1,"Seasonal Foliar Respiration, Assimilation, Growth, Non-structural Carbohydrates and Water      Potential data from Survival/Mortality (SUMO) Experiment, Piñon /Juniper Woodland, Los Alamos      NM: 2013","thermal acclimation"
edi.969.1,"Seasonal Foliar Respiration, Assimilation, Growth, Non-structural Carbohydrates and Water      Potential data from Survival/Mortality (SUMO) Experiment, Piñon /Juniper Woodland, Los Alamos      NM: 2013","SUMO"
edi.969.1,"Seasonal Foliar Respiration, Assimilation, Growth, Non-structural Carbohydrates and Water      Potential data from Survival/Mortality (SUMO) Experiment, Piñon /Juniper Woodland, Los Alamos      NM: 2013","LANL"
edi.969.1,"Seasonal Foliar Respiration, Assimilation, Growth, Non-structural Carbohydrates and Water      Potential data from Survival/Mortality (SUMO) Experiment, Piñon /Juniper Woodland, Los Alamos      NM: 2013","drought"
edi.969.1,"Seasonal Foliar Respiration, Assimilation, Growth, Non-structural Carbohydrates and Water      Potential data from Survival/Mortality (SUMO) Experiment, Piñon /Juniper Woodland, Los Alamos      NM: 2013","temperature"
edi.969.1,"Seasonal Foliar Respiration, Assimilation, Growth, Non-structural Carbohydrates and Water      Potential data from Survival/Mortality (SUMO) Experiment, Piñon /Juniper Woodland, Los Alamos      NM: 2013","tree"
edi.969.1,"Seasonal Foliar Respiration, Assimilation, Growth, Non-structural Carbohydrates and Water      Potential data from Survival/Mortality (SUMO) Experiment, Piñon /Juniper Woodland, Los Alamos      NM: 2013","tree mortality"
edi.97.1,"NH Department of Environmental Services (NHDES) Watershed Management Bureau Biology   Section: Volunteer Lake Assessment Program (VLAP) Environmental Monitoring data,   1995-2014","New Hampshire"
edi.97.1,"NH Department of Environmental Services (NHDES) Watershed Management Bureau Biology   Section: Volunteer Lake Assessment Program (VLAP) Environmental Monitoring data,   1995-2014","Volunteer monitoring"
edi.97.1,"NH Department of Environmental Services (NHDES) Watershed Management Bureau Biology   Section: Volunteer Lake Assessment Program (VLAP) Environmental Monitoring data,   1995-2014","lake water quality"
edi.97.1,"NH Department of Environmental Services (NHDES) Watershed Management Bureau Biology   Section: Volunteer Lake Assessment Program (VLAP) Environmental Monitoring data,   1995-2014","aquatic ecosystems"
edi.97.1,"NH Department of Environmental Services (NHDES) Watershed Management Bureau Biology   Section: Volunteer Lake Assessment Program (VLAP) Environmental Monitoring data,   1995-2014","lakes"
edi.97.1,"NH Department of Environmental Services (NHDES) Watershed Management Bureau Biology   Section: Volunteer Lake Assessment Program (VLAP) Environmental Monitoring data,   1995-2014","limnology"
edi.97.1,"NH Department of Environmental Services (NHDES) Watershed Management Bureau Biology   Section: Volunteer Lake Assessment Program (VLAP) Environmental Monitoring data,   1995-2014","fresh water"
edi.97.1,"NH Department of Environmental Services (NHDES) Watershed Management Bureau Biology   Section: Volunteer Lake Assessment Program (VLAP) Environmental Monitoring data,   1995-2014","dissolved nutrients"
edi.97.1,"NH Department of Environmental Services (NHDES) Watershed Management Bureau Biology   Section: Volunteer Lake Assessment Program (VLAP) Environmental Monitoring data,   1995-2014","water quality"
edi.97.1,"NH Department of Environmental Services (NHDES) Watershed Management Bureau Biology   Section: Volunteer Lake Assessment Program (VLAP) Environmental Monitoring data,   1995-2014","water properties"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","Darwin Core Archive (DwC-A) Event Core"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","GBIF"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","Global Biodiversity Information Facility"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","Taxon: ScientificName"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","ExtendedMeasurementOrFact"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","Event"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","Occurrence"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","Population Abundance"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","Disturbance Patterns"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","populations"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","abundance"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","aquatic invertebrates"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","biomass"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","gastropods"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","invertebrates"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","long term"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","long term ecological research"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","LTER"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","macroinvertebrates"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","marine"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","measurements"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","mollusks"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","organism"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","populations"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","Santa Barbara Coastal"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","species"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","transects"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","Community Structure"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","Kelp Forest"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","populations"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","Reef"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","Arroyo Quemado Reef"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","Carpinteria Reef"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","Mohawk Reef"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","Naples Reef"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","Cover"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","Estimation"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","Live Weight"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","Reefs"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","Species"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","biomass"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","core"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","crustaceans"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","LTER"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","ongoing"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","communities"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","community composition"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","community dynamics"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","community patterns"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","species composition"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","species diversity"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","species richness"
edi.970.1,"SBC LTER: Reef: Long-term experiment: biomass of kelp forest species, ongoing since 2008 (Reformatted to a Darwin Core Archive)","basisOfRecord: HumanObservation"
edi.971.1,"Carbon decomposition data from oxygen-limited soils","Decomposition"
edi.971.1,"Carbon decomposition data from oxygen-limited soils","Litter"
edi.971.1,"Carbon decomposition data from oxygen-limited soils","Soil"
edi.971.1,"Carbon decomposition data from oxygen-limited soils","Humid Soil"
edi.971.1,"Carbon decomposition data from oxygen-limited soils","Climate Change"
edi.971.1,"Carbon decomposition data from oxygen-limited soils","Mechanistic Model"
edi.971.1,"Carbon decomposition data from oxygen-limited soils","Oxygen"
edi.971.1,"Carbon decomposition data from oxygen-limited soils","Carbon Dioxide"
edi.971.1,"Carbon decomposition data from oxygen-limited soils","Methane"
edi.971.1,"Carbon decomposition data from oxygen-limited soils","Biogeochemistry"
edi.971.1,"Carbon decomposition data from oxygen-limited soils","Soil Carbon"
edi.971.1,"Carbon decomposition data from oxygen-limited soils","Carbon Stable Isotope"
edi.971.1,"Carbon decomposition data from oxygen-limited soils","Redox"
edi.972.3,"Textural soil maps, Colombia, 0 - 100 cm","maps"
